ParticipantName,FixationFilter,MediaName,RecordingTimestamp,FixationIndex,GazeEventType,GazeEventDuration,GazePointX (ADCSpx),GazePointY (ADCSpx),DistanceLeft,DistanceRight,ValidityLeft,ValidityRight
SchoolAge3,I-VT filter,,96,,Unclassified,8,1111,439,654.48,654.48,0,0
SchoolAge3,I-VT filter,,99,,Unclassified,8,1111,433,654.49,654.49,0,0
SchoolAge3,I-VT filter,,103,,Unclassified,8,1113,445,654.47,654.47,0,0
SchoolAge3,I-VT filter,,106,,Unclassified,20,1106,461,654.52,654.52,0,0
SchoolAge3,I-VT filter,,109,,Unclassified,20,1113,439,654.5,654.5,0,0
SchoolAge3,I-VT filter,,113,,Unclassified,20,1114,435,654.47,654.47,0,0
SchoolAge3,I-VT filter,,116,,Unclassified,20,1121,448,654.51,654.51,0,0
SchoolAge3,I-VT filter,,119,,Unclassified,20,1114,446,654.49,654.49,0,0
SchoolAge3,I-VT filter,,123,,Unclassified,20,1114,437,654.5,654.5,0,0
SchoolAge3,I-VT filter,,126,,Saccade,3,1115,454,654.5,654.5,0,0
SchoolAge3,I-VT filter,,129,,Unclassified,33,1107,440,654.49,654.49,0,0
SchoolAge3,I-VT filter,,133,,Unclassified,33,1113,445,654.52,654.52,0,0
SchoolAge3,I-VT filter,,136,,Unclassified,33,1097,443,654.49,654.49,0,0
SchoolAge3,I-VT filter,,139,,Unclassified,33,1123,452,654.48,654.48,0,0
SchoolAge3,I-VT filter,,143,,Unclassified,33,1108,447,654.48,654.48,0,0
SchoolAge3,I-VT filter,,146,,Unclassified,33,1106,444,654.5,654.5,0,0
SchoolAge3,I-VT filter,,149,,Unclassified,33,1095,448,654.51,654.51,0,0
SchoolAge3,I-VT filter,,153,,Unclassified,33,1122,439,654.5,654.5,0,0
SchoolAge3,I-VT filter,,156,,Unclassified,33,1114,458,654.53,654.53,0,0
SchoolAge3,I-VT filter,,159,,Unclassified,33,1111,441,654.46,654.46,0,0
SchoolAge3,I-VT filter,,163,,Saccade,3,1109,439,654.49,654.49,0,0
SchoolAge3,I-VT filter,,166,,Unclassified,3,1117,448,664.51,664.51,0,0
SchoolAge3,I-VT filter,,169,,Saccade,3,1111,447,654.47,654.47,0,0
SchoolAge3,I-VT filter,,173,,Unclassified,17,1120,463,654.51,654.51,0,0
SchoolAge3,I-VT filter,,176,,Unclassified,17,1119,454,654.49,654.49,0,0
SchoolAge3,I-VT filter,,179,,Unclassified,17,1129,476,654.47,654.47,0,0
SchoolAge3,I-VT filter,,183,,Unclassified,17,1117,437,654.48,654.48,0,0
SchoolAge3,I-VT filter,,186,,Unclassified,17,1127,469,654.5,654.5,0,0
SchoolAge3,I-VT filter,,189,,Saccade,7,1134,448,654.54,654.54,0,0
SchoolAge3,I-VT filter,,193,,Saccade,7,1129,444,654.5,654.5,0,0
SchoolAge3,I-VT filter,,196,,Unclassified,7,1123,458,654.55,654.55,0,0
SchoolAge3,I-VT filter,,199,,Unclassified,7,1110,449,654.53,654.53,0,0
SchoolAge3,I-VT filter,,203,,Saccade,7,1103,459,663.52,663.52,0,0
SchoolAge3,I-VT filter,,206,,Saccade,7,1133,462,654.55,654.55,0,0
SchoolAge3,I-VT filter,,209,,Unclassified,3,1129,456,654.54,654.54,0,0
SchoolAge3,I-VT filter,,213,,Saccade,37,1126,468,654.55,654.55,0,0
SchoolAge3,I-VT filter,,216,,Saccade,37,1107,484,654.52,654.52,0,0
SchoolAge3,I-VT filter,,219,,Saccade,37,1096,464,654.48,654.48,0,0
SchoolAge3,I-VT filter,,223,,Saccade,37,1084,512,654.48,654.48,0,0
SchoolAge3,I-VT filter,,226,,Saccade,37,1035,470,665.13,665.13,0,0
SchoolAge3,I-VT filter,,229,,Saccade,37,1050,484,654.46,654.46,0,0
SchoolAge3,I-VT filter,,233,,Saccade,37,1043,498,654.44,654.44,0,0
SchoolAge3,I-VT filter,,236,,Saccade,37,1038,512,654.43,654.43,0,0
SchoolAge3,I-VT filter,,239,,Saccade,37,1024,510,654.43,654.43,0,0
SchoolAge3,I-VT filter,,243,,Saccade,37,1020,493,654.43,654.43,0,0
