ParticipantName,FixationFilter,MediaName,RecordingTimestamp,FixationIndex,GazeEventType,GazeEventDuration,GazePointX (ADCSpx),GazePointY (ADCSpx),DistanceLeft,DistanceRight,ValidityLeft,ValidityRight
JE000545_03,I-VT filter,,46,,Unclassified,1515,,,,,4,4
JE000545_03,I-VT filter,,50,,Unclassified,1515,,,,,4,4
JE000545_03,I-VT filter,,53,,Unclassified,1515,,,,,4,4
JE000545_03,I-VT filter,,56,,Unclassified,1515,,,,,4,4
JE000545_03,I-VT filter,,60,,Unclassified,1515,,,,,4,4
JE000545_03,I-VT filter,,63,,Unclassified,1515,,,,,4,4
JE000545_03,I-VT filter,,66,,Unclassified,1515,,,,,4,4
JE000545_03,I-VT filter,,70,,Unclassified,1515,,,,,4,4
JE000545_03,I-VT filter,,73,,Unclassified,1515,,,,,4,4
JE000545_03,I-VT filter,,76,,Unclassified,1515,,,,,4,4
JE000545_03,I-VT filter,,80,,Unclassified,1515,,,,,4,4
JE000545_03,I-VT filter,,83,,Unclassified,1515,,,,,4,4
JE000545_03,I-VT filter,,86,,Unclassified,1515,,,,,4,4
JE000545_03,I-VT filter,,90,,Unclassified,1515,,,,,4,4
JE000545_03,I-VT filter,,93,,Unclassified,1515,,,,,4,4
JE000545_03,I-VT filter,,96,,Unclassified,1515,,,,,4,4
JE000545_03,I-VT filter,,100,,Unclassified,1515,,,,,4,4
JE000545_03,I-VT filter,,103,,Unclassified,1515,,,,,4,4
JE000545_03,I-VT filter,,106,,Unclassified,1515,,,,,4,4
JE000545_03,I-VT filter,,109,,Unclassified,1515,,,,,4,4
JE000545_03,I-VT filter,,113,,Unclassified,1515,,,,,4,4
JE000545_03,I-VT filter,,116,,Unclassified,1515,,,,,4,4
JE000545_03,I-VT filter,,120,,Unclassified,1515,,,,,4,4
JE000545_03,I-VT filter,,123,,Unclassified,1515,,,,,4,4
JE000545_03,I-VT filter,,126,,Unclassified,1515,,,,,4,4
JE000545_03,I-VT filter,,130,,Unclassified,1515,,,,,4,4
JE000545_03,I-VT filter,,133,,Unclassified,1515,,,,,4,4
JE000545_03,I-VT filter,,136,,Unclassified,1515,,,,,4,4
JE000545_03,I-VT filter,,140,,Unclassified,1515,,,,,4,4
JE000545_03,I-VT filter,,143,,Unclassified,1515,,,,,4,4
JE000545_03,I-VT filter,,146,,Unclassified,1515,,,,,4,4
JE000545_03,I-VT filter,,150,,Unclassified,1515,,,,,4,4
JE000545_03,I-VT filter,,153,,Unclassified,1515,,,,,4,4
JE000545_03,I-VT filter,,156,,Unclassified,1515,,,,,4,4
JE000545_03,I-VT filter,,160,,Unclassified,1515,,,,,4,4
JE000545_03,I-VT filter,,163,,Unclassified,1515,,,,,4,4
JE000545_03,I-VT filter,,166,,Unclassified,1515,,,,,4,4
JE000545_03,I-VT filter,,170,,Unclassified,1515,,,,,4,4
JE000545_03,I-VT filter,,173,,Unclassified,1515,,,,,4,4
JE000545_03,I-VT filter,,176,,Unclassified,1515,,,,,4,4
JE000545_03,I-VT filter,,179,,Unclassified,1515,,,,,4,4
JE000545_03,I-VT filter,,183,,Unclassified,1515,,,,,4,4
JE000545_03,I-VT filter,,186,,Unclassified,1515,,,,,4,4
JE000545_03,I-VT filter,,190,,Unclassified,1515,,,,,4,4
JE000545_03,I-VT filter,,193,,Unclassified,1515,,,,,4,4
JE000545_03,I-VT filter,,196,,Unclassified,1515,,,,,4,4
JE000545_03,I-VT filter,,200,,Unclassified,1515,,,,,4,4
JE000545_03,I-VT filter,,203,,Unclassified,1515,,,,,4,4
JE000545_03,I-VT filter,,206,,Unclassified,1515,,,,,4,4
JE000545_03,I-VT filter,,210,,Unclassified,1515,,,,,4,4
JE000545_03,I-VT filter,,213,,Unclassified,1515,,,,,4,4
JE000545_03,I-VT filter,,216,,Unclassified,1515,,,,,4,4
JE000545_03,I-VT filter,,220,,Unclassified,1515,,,,,4,4
JE000545_03,I-VT filter,,223,,Unclassified,1515,,,,,4,4
JE000545_03,I-VT filter,,226,,Unclassified,1515,,,,,4,4
JE000545_03,I-VT filter,,230,,Unclassified,1515,,,,,4,4
JE000545_03,I-VT filter,,233,,Unclassified,1515,,,,,4,4
JE000545_03,I-VT filter,,236,,Unclassified,1515,,,,,4,4
JE000545_03,I-VT filter,,239,,Unclassified,1515,,,,,4,4
JE000545_03,I-VT filter,,243,,Unclassified,1515,,,,,4,4
JE000545_03,I-VT filter,,246,,Unclassified,1515,,,,,4,4
JE000545_03,I-VT filter,,249,,Unclassified,1515,,,,,4,4
JE000545_03,I-VT filter,,253,,Unclassified,1515,,,,,4,4
JE000545_03,I-VT filter,,256,,Unclassified,1515,,,,,4,4
JE000545_03,I-VT filter,,260,,Unclassified,1515,,,,,4,4
JE000545_03,I-VT filter,,263,,Unclassified,1515,,,,,4,4
JE000545_03,I-VT filter,,266,,Unclassified,1515,,,,,4,4
JE000545_03,I-VT filter,,269,,Unclassified,1515,,,,,4,4
JE000545_03,I-VT filter,,273,,Unclassified,1515,,,,,4,4
JE000545_03,I-VT filter,,276,,Unclassified,1515,,,,,4,4
JE000545_03,I-VT filter,,279,,Unclassified,1515,,,,,4,4
JE000545_03,I-VT filter,,283,,Unclassified,1515,,,,,4,4
JE000545_03,I-VT filter,,286,,Unclassified,1515,,,,,4,4
JE000545_03,I-VT filter,,290,,Unclassified,1515,,,,,4,4
JE000545_03,I-VT filter,,293,,Unclassified,1515,,,,,4,4
JE000545_03,I-VT filter,,296,,Unclassified,1515,,,,,4,4
JE000545_03,I-VT filter,,300,,Unclassified,1515,,,,,4,4
JE000545_03,I-VT filter,,303,,Unclassified,1515,,,,,4,4
JE000545_03,I-VT filter,,306,,Unclassified,1515,,,,,4,4
JE000545_03,I-VT filter,,309,,Unclassified,1515,,,,,4,4
JE000545_03,I-VT filter,,313,,Unclassified,1515,,,,,4,4
JE000545_03,I-VT filter,,316,,Unclassified,1515,,,,,4,4
JE000545_03,I-VT filter,,319,,Unclassified,1515,,,,,4,4
JE000545_03,I-VT filter,,323,,Unclassified,1515,,,,,4,4
JE000545_03,I-VT filter,,326,,Unclassified,1515,,,,,4,4
JE000545_03,I-VT filter,,330,,Unclassified,1515,,,,,4,4
JE000545_03,I-VT filter,,333,,Unclassified,1515,,,,,4,4
JE000545_03,I-VT filter,,336,,Unclassified,1515,,,,,4,4
JE000545_03,I-VT filter,,339,,Unclassified,1515,,,,,4,4
JE000545_03,I-VT filter,,343,,Unclassified,1515,,,,,4,4
JE000545_03,I-VT filter,,346,,Unclassified,1515,,,,,4,4
JE000545_03,I-VT filter,,349,,Unclassified,1515,,,,,4,4
JE000545_03,I-VT filter,,353,,Unclassified,1515,,,,,4,4
JE000545_03,I-VT filter,,356,,Unclassified,1515,,,,,4,4
JE000545_03,I-VT filter,,360,,Unclassified,1515,,,,,4,4
JE000545_03,I-VT filter,,363,,Unclassified,1515,,,,,4,4
JE000545_03,I-VT filter,,366,,Unclassified,1515,,,,,4,4
JE000545_03,I-VT filter,,369,,Unclassified,1515,,,,,4,4
JE000545_03,I-VT filter,,373,,Unclassified,1515,,,,,4,4
JE000545_03,I-VT filter,,376,,Unclassified,1515,,,,,4,4
JE000545_03,I-VT filter,,379,,Unclassified,1515,,,,,4,4
JE000545_03,I-VT filter,,383,,Unclassified,1515,,,,,4,4
JE000545_03,I-VT filter,,386,,Unclassified,1515,,,,,4,4
JE000545_03,I-VT filter,,389,,Unclassified,1515,,,,,4,4
JE000545_03,I-VT filter,,393,,Unclassified,1515,,,,,4,4
JE000545_03,I-VT filter,,396,,Unclassified,1515,,,,,4,4
JE000545_03,I-VT filter,,400,,Unclassified,1515,,,,,4,4
JE000545_03,I-VT filter,,403,,Unclassified,1515,,,,,4,4
JE000545_03,I-VT filter,,406,,Unclassified,1515,,,,,4,4
